"receita";"uniorcam";"arrecadado_janeiro";"arrecadado_fevereiro";"arrecadado_marco";"arrecadado_abril";"arrecadado_maio";"arrecadado_junho";"arrecadado_julho";"arrecadado_agosto";"arrecadado_setembro";"arrecadado_outubro";"arrecadado_novembro";"arrecadado_dezembro";"meta_1bim";"meta_2bim";"meta_3bim";"meta_4bim";"meta_5bim";"meta_6bim";"caracteristica_peculiar_receita";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000112801100000000";"0201";121;387;129;258;0;129;0;0;0;0;0;0;548,94;548,94;548,94;548,94;548,94;549;0;0;0;2020
"00000112801110000000";"0201";121;387;129;258;0;129;0;0;0;0;0;0;548,94;548,94;548,94;548,94;548,94;549;0;1;0;2020
"00000112801900000000";"0201";2652,52;2714,06;3083;4070;3392;3348,45;0;0;0;0;0;0;10149,2;10149,2;10149,2;10149,2;10149,2;10149,56;0;0;0;2020
"00000112801910000000";"0201";2076;2410;3083;4070;3392;3313;0;0;0;0;0;0;10149,2;10149,2;10149,2;10149,2;10149,2;10149,56;0;0;0;2020
"00000112801910100000";"0201";168;57;430;854;0;733;0;0;0;0;0;0;4884,92;4884,92;4884,92;4884,92;4884,92;4885,01;0;1;0;2020
"00000112801910300000";"0201";341;237;651;1071;596;504;0;0;0;0;0;0;1042,12;1042,12;1042,12;1042,12;1042,12;1042,21;0;1;0;2020
"00000112801910400000";"0201";1403;978;1121;1283;1731;1102;0;0;0;0;0;0;2189,6;2189,6;2189,6;2189,6;2189,6;2189,67;0;1;0;2020
"00000112801910500000";"0201";0;1074;67;287;847;347;0;0;0;0;0;0;1450,68;1450,68;1450,68;1450,68;1450,68;1450,76;0;1005;0;2020
"00000112801910600000";"0201";164;64;814;463;106;627;0;0;0;0;0;0;581,88;581,88;581,88;581,88;581,88;581,91;0;1;0;2020
"00000112801910700000";"0201";0;0;0;112;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2020
"00000112801930000000";"0201";491,03;251,68;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
"00000112801930100000";"0201";280,03;251,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2020
"00000112801930400000";"0201";211;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2020
"00000112801940000000";"0201";85,49;52,38;0;0;0;7,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
"00000112801940100000";"0201";78,2;52,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2020
"00000112801940400000";"0201";7,29;0;0;0;0;7,45;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2020
"00000120000000000000";"0201";18238,36;102132,97;89961,5;87656,78;86773,43;88132,72;0;0;0;0;0;0;171753,26;171753,26;171753,26;171753,26;171753,26;241511,8;0;0;0;2020
"00000121000000000000";"0201";0;84788,67;70269,17;70082,92;70254,39;70733,24;0;0;0;0;0;0;139516,86;139516,86;139516,86;139516,86;139516,86;209275,29;0;0;0;2020
"00000121800000000000";"0201";0;84788,67;70269,17;70082,92;70254,39;70733,24;0;0;0;0;0;0;139516,86;139516,86;139516,86;139516,86;139516,86;209275,29;0;0;0;2020
"00000121801000000000";"0201";0;84788,67;70269,17;70082,92;70254,39;70733,24;0;0;0;0;0;0;139516,86;139516,86;139516,86;139516,86;139516,86;209275,29;0;0;0;2020
"00000121801100000000";"0201";0;84475,51;69956,01;69769,76;69941,23;70420,08;0;0;0;0;0;0;138860;138860;138860;138860;138860;208290;0;0;0;2020
"00000121801110000000";"1201";0;84475,51;69956,01;69769,76;69941,23;70420,08;0;0;0;0;0;0;138860;138860;138860;138860;138860;208290;0;50;0;2020
"00000121801300000000";"0201";0;313,16;313,16;313,16;313,16;313,16;0;0;0;0;0;0;656,86;656,86;656,86;656,86;656,86;985,29;0;0;0;2020
"00000121801310000000";"1201";0;313,16;313,16;313,16;313,16;313,16;0;0;0;0;0;0;656,86;656,86;656,86;656,86;656,86;985,29;0;50;0;2020
"00000124000000000000";"0201";18238,36;17344,3;19692,33;17573,86;16519,04;17399,48;0;0;0;0;0;0;32236,4;32236,4;32236,4;32236,4;32236,4;32236,51;0;0;0;2020
"00000124000100000000";"0201";18238,36;17344,3;19692,33;17573,86;16519,04;17399,48;0;0;0;0;0;0;32236,4;32236,4;32236,4;32236,4;32236,4;32236,51;0;0;0;2020
"00000124000110000000";"0201";18238,36;17344,3;19692,33;17573,86;16519,04;17399,48;0;0;0;0;0;0;32236,4;32236,4;32236,4;32236,4;32236,4;32236,51;0;1;0;2020
"00000130000000000000";"0201";150593,24;149647,29;53449,02;216703,15;368408,44;297130,68;0;0;0;0;0;0;449419,9;449688,22;450578,61;449419,9;449419,9;449420,74;0;0;0;2020
"00000131000000000000";"0201";16559,21;17122;17104,8;17086;17086;17104,8;0;0;0;0;0;0;33378,32;33378,32;33378,32;33378,32;33378,32;33378,52;0;0;0;2020
"00000131001000000000";"0201";16559,21;17122;17104,8;17086;17086;17104,8;0;0;0;0;0;0;33378,32;33378,32;33378,32;33378,32;33378,32;33378,52;0;0;0;2020
"00000131001100000000";"0201";16559,21;17122;17104,8;17086;17086;17104,8;0;0;0;0;0;0;33378,32;33378,32;33378,32;33378,32;33378,32;33378,52;0;0;0;2020
"00000131001110000000";"0201";15994;17012;17086;17086;17086;17086;0;0;0;0;0;0;32983,44;32983,44;32983,44;32983,44;32983,44;32983,55;0;1;0;2020
"00000131001120000000";"0201";0;110;18,8;0;0;18,8;0;0;0;0;0;0;53,18;53,18;53,18;53,18;53,18;53,19;0;1;0;2020
"00000131001130000000";"0201";445,86;0;0;0;0;0;0;0;0;0;0;0;311,5;311,5;311,5;311,5;311,5;311,57;0;1;0;2020
"00000131001140000000";"0201";119,35;0;0;0;0;0;0;0;0;0;0;0;30,2;30,2;30,2;30,2;30,2;30,21;0;1;0;2020
"00000132000000000000";"0201";134034,03;132525,29;36344,22;199617,15;351322,44;280025,88;0;0;0;0;0;0;416041,58;416309,9;417200,29;416041,58;416041,58;416042,22;0;0;0;2020
"00000132100000000000";"0201";134034,03;132525,29;36344,22;199617,15;351322,44;280025,88;0;0;0;0;0;0;416041,58;416309,9;417200,29;416041,58;416041,58;416042,22;0;0;0;2020
"00000132100100000000";"0201";7024,46;4834;6338,99;4821,34;4686,38;4146,28;0;0;0;0;0;0;25708,28;25976,6;26866,99;25708,28;25708,28;25708,72;0;0;0;2020
"00000132100110000000";"0201";7024,46;4834;6338,99;4821,34;4686,38;4146,28;0;0;0;0;0;0;25708,28;25976,6;26866,99;25708,28;25708,28;25708,72;0;0;0;2020
"00000132100110100000";"0201";3845,75;2058,48;2653,33;2197,91;1972,63;1760,02;0;0;0;0;0;0;2100,84;2369,16;3259,55;2100,84;2100,84;2100,95;0;0;0;2020
"00000132100110102000";"0201";878,21;605,12;833,74;640,74;682,23;637,14;0;0;0;0;0;0;2100,84;2100,84;2100,84;2100,84;2100,84;2100,95;0;31;0;2020
"00000132100110103000";"0201";487,76;338,9;355,39;247,07;606,4;469,19;0;0;0;0;0;0;0;0;24,98;0;0;0;0;0;0;2020
"00000132100110103020";"0201";69,71;35,33;41,73;42,16;43,36;30,9;0;0;0;0;0;0;0;0;0;0;0;0;0;4050;0;2020
"00000132100110103030";"0201";3,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4931;0;2020
"00000132100110103050";"0201";174,18;115;190,81;68,66;270,23;165,95;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;0;2020
"00000132100110103070";"0201";2,42;4,3;7,23;11,22;8,92;14;0;0;0;0;0;0;0;0;0;0;0;0;0;4503;0;2020
"00000132100110103080";"0201";4,74;6,41;5,26;1,94;0,49;0,34;0;0;0;0;0;0;0;0;0;0;0;0;0;4160;0;2020
"00000132100110103090";"0201";40,38;42,88;8,2;10,88;15,36;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0;4011;0;2020
"00000132100110103100";"0201";32,58;28,58;40,43;22,93;7,47;5,14;0;0;0;0;0;0;0;0;0;0;0;0;0;4050;0;2020
"00000132100110103110";"0201";23,74;23,24;0;15,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4090;0;2020
"00000132100110103160";"0201";14,66;11,82;12;6,81;7,56;8,09;0;0;0;0;0;0;0;0;0;0;0;0;0;4503;0;2020
"00000132100110103170";"0201";59,07;23,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4303;0;2020
"00000132100110103200";"0201";28,95;20,49;20,82;11,74;12,97;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;4505;0;2020
"00000132100110103220";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,16;0;0;0;0;4520;0;2020
"00000132100110103220";"0201";5,6;5,61;5,2;1,87;1,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4520;3110;2020
"00000132100110103250";"0201";28,54;21,49;23,71;17,9;11,36;8,06;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;0;2020
"00000132100110103260";"0201";0;0;0;31,2;44,08;36,54;0;0;0;0;0;0;0;0;0;0;0;0;0;900;3160;2020
"00000132100110103270";"0201";0;0;0;4,37;10,42;9,02;0;0;0;0;0;0;0;0;0;0;0;0;0;4170;3160;2020
"00000132100110103280";"0201";0;0;0;0;172,3;170,27;0;0;0;0;0;0;0;0;0;0;0;0;0;4292;0;2020
"00000132100110103290";"0201";0;0;0;0;0;4,17;0;0;0;0;0;0;0;0;0;0;0;0;0;4505;0;2020
"00000132100110103300";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,82;0;0;0;0;4001;0;2020
"00000132100110103300";"0201";0;0;0;0;0;4,82;0;0;0;0;0;0;0;0;0;0;0;0;0;4001;3160;2020
"00000132100110106000";"0201";1,76;1,79;0,3;0,61;1,04;0,52;0;0;0;0;0;0;0;0;0;0;0;0;0;1018;0;2020
"00000132100110107000";"0201";137,83;91,85;124,15;85,13;113,31;162,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
"00000132100110107010";"0201";0;0;5,56;6,87;15,54;52,78;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;0;2020
"00000132100110107020";"0201";131,38;87,11;85,02;57,59;30,48;17,6;0;0;0;0;0;0;0;0;0;0;0;0;0;1021;0;2020
"00000132100110107030";"0201";0,73;1,12;1,44;1,11;1,7;1,61;0;0;0;0;0;0;0;0;0;0;0;0;0;1038;0;2020
"00000132100110107040";"0201";5,72;3,62;2,84;1;0,8;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;1067;0;2020
"00000132100110107050";"0201";0;0;29,29;18,56;14,39;10,88;0;0;0;0;0;0;0;0;0;0;0;0;0;1103;0;2020
"00000132100110107060";"0201";0;0;0;0;7,04;10,8;0;0;0;0;0;0;0;0;0;0;0;0;0;1068;3160;2020
"00000132100110107070";"0201";0;0;0;0;43,36;68,05;0;0;0;0;0;0;0;0;0;0;0;0;0;1069;3160;2020
"00000132100110108000";"0201";47,61;53,62;98,17;32,64;45,28;48,7;0;0;0;0;0;0;0;91,89;0;0;0;0;0;0;0;2020
"00000132100110108020";"0201";0;0;0;0;1,12;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;1059;0;2020
"00000132100110108030";"0201";14,55;20,21;29,63;18,77;23,29;20,52;0;0;0;0;0;0;0;0;0;0;0;0;0;1014;0;2020
"00000132100110108040";"0201";0;0;2,79;1,52;4,37;5,47;0;0;0;0;0;0;0;0;0;0;0;0;0;1016;0;2020
"00000132100110108050";"0201";0;2,56;30,53;11,11;16,3;17,34;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;2020
"00000132100110108060";"0201";0;0,44;2,85;0,43;0,16;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;1031;0;2020
"00000132100110108070";"0201";33,06;29,9;28,93;0;0;0;0;0;0;0;0;0;0;91,89;0;0;0;0;0;1070;0;2020
"00000132100110108080";"0201";0;0,51;3,44;0,81;0,04;2,55;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;0;2020
"00000132100110199000";"0201";2292,58;967,2;1241,58;1191,72;524,37;442,05;0;0;0;0;0;0;0;176,43;1133,73;0;0;0;0;0;0;2020
"00000132100110199010";"0201";80,14;58,44;73,67;58,37;51,73;46,08;0;0;0;0;0;0;0;0;0;0;0;0;0;1005;0;2020
"00000132100110199020";"0201";0;0;44,38;63,83;66,07;50,08;0;0;0;0;0;0;0;0;0;0;0;0;0;1017;0;2020
"00000132100110199060";"0201";30,25;30,09;28,59;28,01;25,33;39,54;0;0;0;0;0;0;0;0;0;0;0;0;0;1050;0;2020
"00000132100110199070";"0201";148,93;146,09;140,06;125,91;85,29;48,6;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;0;2020
"00000132100110199080";"0201";95,24;86,1;86,32;81,79;72,47;72,63;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;2020
"00000132100110199120";"0201";184,5;115,03;109;109,27;27,85;22,37;0;0;0;0;0;0;0;0;517,8;0;0;0;0;1207;0;2020
"00000132100110199130";"0201";2,41;4,68;1,13;1,37;0,85;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;0;2020
"00000132100110199140";"0201";0,01;0;8,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1203;0;2020
"00000132100110199150";"0201";141,09;47,11;1,28;118,52;105,01;84,36;0;0;0;0;0;0;0;0;0;0;0;0;0;1203;0;2020
"00000132100110199160";"0201";377,36;82,34;78,02;78,21;69,3;55,67;0;0;0;0;0;0;0;0;615,93;0;0;0;0;1206;0;2020
"00000132100110199170";"0201";9,37;6,84;3,61;0;0;0;0;0;0;0;0;0;0;19,82;0;0;0;0;0;4300;0;2020
"00000132100110199180";"0201";1223,28;390,48;520,23;410,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;0;2020
"00000132100110199190";"0201";0;0;5,49;4,98;5,22;4,49;0;0;0;0;0;0;0;0;0;0;0;0;0;1011;0;2020
"00000132100110199200";"0201";0;0;21,62;23,96;15,25;17,19;0;0;0;0;0;0;0;0;0;0;0;0;0;4002;0;2020
"00000132100110199210";"0201";0;0;120,05;86,56;0;0;0;0;0;0;0;0;0;156,61;0;0;0;0;0;1010;0;2020
"00000132100110200000";"0201";3178,71;2775,52;3685,66;2623,43;2713,75;2386,26;0;0;0;0;0;0;23607,44;23607,44;23607,44;23607,44;23607,44;23607,77;0;0;0;2020
"00000132100110299010";"0201";1096,06;474,29;563,95;529,28;514,33;296,19;0;0;0;0;0;0;9604,02;9604,02;9604,02;9604,02;9604,02;9604,1;0;1;0;2020
"00000132100110299020";"0201";901,53;1071,13;1168,88;611,03;531,79;786,22;0;0;0;0;0;0;9565,72;9565,72;9565,72;9565,72;9565,72;9565,82;0;1;0;2020
"00000132100110299050";"0201";221,62;289,91;493,45;387,67;375,33;385,98;0;0;0;0;0;0;1424,64;1424,64;1424,64;1424,64;1424,64;1424,72;0;1;0;2020
"00000132100110299080";"0201";959,5;940,19;1459,38;1095,45;1292,3;917,87;0;0;0;0;0;0;3013,06;3013,06;3013,06;3013,06;3013,06;3013,13;0;1;0;2020
"00000132100400000000";"0201";127009,57;127691,29;30005,23;194795,81;346636,06;275879,6;0;0;0;0;0;0;390333,3;390333,3;390333,3;390333,3;390333,3;390333,5;0;0;0;2020
"00000132100410100000";"1201";6271,12;10564,84;0;29330,43;34360,72;46914,09;0;0;0;0;0;0;99041,66;99041,66;99041,66;99041,66;99041,66;99041,7;0;50;0;2020
"00000132100410200000";"1201";569,07;3592,18;0;20603,95;10916,76;30946,53;0;0;0;0;0;0;80041,66;80041,66;80041,66;80041,66;80041,66;80041,7;0;50;0;2020
"00000132100410300000";"1201";0;0;0;0;0;0;0;0;0;0;0;0;37541,66;37541,66;37541,66;37541,66;37541,66;37541,7;0;50;0;2020
"00000132100410400000";"1201";0;0;0;0;0;0;0;0;0;0;0;0;60125;60125;60125;60125;60125;60125;0;50;0;2020
"00000132100410600000";"1201";20092,5;17764,68;0;16896;77272,5;31221;0;0;0;0;0;0;59083,32;59083,32;59083,32;59083,32;59083,32;59083,4;0;50;0;2020
"00000132100410700000";"1201";19323,36;16984,76;30005,23;18185,53;15991,57;10946,91;0;0;0;0;0;0;54500;54500;54500;54500;54500;54500;0;50;0;2020
"00000132100410900000";"1201";17901,65;23650,85;0;16856,26;75749,26;47613,1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;2020
"00000132100411000000";"1201";38071,1;31066,85;0;42421,01;54087,36;37857,27;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;2020
"00000132100411100000";"1201";3971,74;4441,67;0;11875,25;14736,63;19005,08;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;2020
"00000132100411200000";"1201";20809,03;19625,46;0;38627,38;45794,62;40956,04;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;2020
"00000132100411300000";"1201";0;0;0;0;17726,64;10419,58;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;2020
"00000160000000000000";"0201";1582,5;2427,5;3040;1120;2485;3280;0;0;0;0;0;0;2589,34;2589,34;2589,34;2589,34;2589,34;2589,37;0;0;0;2020
"00000161000000000000";"0201";1582,5;2427,5;3040;1120;2485;3280;0;0;0;0;0;0;2589,34;2589,34;2589,34;2589,34;2589,34;2589,37;0;0;0;2020
"00000161001000000000";"0201";1582,5;2427,5;3040;1120;2485;3280;0;0;0;0;0;0;2589,34;2589,34;2589,34;2589,34;2589,34;2589,37;0;0;0;2020
"00000161001100000000";"0201";1582,5;2427,5;3040;1120;2485;3280;0;0;0;0;0;0;2589,34;2589,34;2589,34;2589,34;2589,34;2589,37;0;0;0;2020
"00000161001110000000";"0201";1582,5;2427,5;3040;1120;2485;3280;0;0;0;0;0;0;2589,34;2589,34;2589,34;2589,34;2589,34;2589,37;0;0;0;2020
"00000161001110100000";"0201";1582,5;2427,5;3040;1120;2485;3280;0;0;0;0;0;0;2589,34;2589,34;2589,34;2589,34;2589,34;2589,37;0;1;0;2020
"00000170000000000000";"0201";2118042,13;2452729,25;2183424,7;1880149,75;1718317,16;2071440,77;0;0;0;0;0;0;4003682,07;4601211,13;4093198,52;4396881,04;3997580,59;4548937,39;0;0;0;2020
"00000171000000000000";"0201";812069,17;1153212,59;773003,36;780194,3;842366,82;1085226,29;0;0;0;0;0;0;1714824,08;1683891,52;1714138,89;2022252,27;1673276,47;2034969,67;0;0;0;2020
"00000171800000000000";"0201";812069,17;1153212,59;773003,36;780194,3;842366,82;1085226,29;0;0;0;0;0;0;1714824,08;1683891,52;1714138,89;2022252,27;1673276,47;2034969,67;0;0;0;2020
"00000171801000000000";"0201";704664,1;1014632,54;599915,78;583011,84;607926,5;494780,22;0;0;0;0;0;0;1437314,3;1437050,77;1438005,99;1791193,52;1449548,55;1803910,51;0;0;0;2020
"00000171801200000000";"0201";701692,26;1013913,99;592863,58;581137,56;607157,17;494258,51;0;0;0;0;0;0;1428287,7;1428287,7;1428287,7;1428287,7;1428287,7;1428287,75;0;0;0;2020
"00000171801210000000";"0201";701692,26;1013913,99;592863,58;581137,56;607157,17;494258,51;0;0;0;0;0;0;1428287,7;1428287,7;1428287,7;1428287,7;1428287,7;1428287,75;0;0;0;2020
"00000171801210100000";"0201";421015,35;608348,4;355718,15;348682,53;364294,3;296555,1;0;0;0;0;0;0;856972,62;856972,62;856972,62;856972,62;856972,62;856972,65;0;1;0;2020
"00000171801210200000";"0201";35084,61;50695,7;29643,18;29056,88;30357,86;24712,93;0;0;0;0;0;0;71414,38;71414,38;71414,38;71414,38;71414,38;71414,41;0;20;0;2020
"00000171801210300000";"0201";105253,84;152087,1;88929,54;87170,64;91073,57;74138,78;0;0;0;0;0;0;214243,16;214243,16;214243,16;214243,16;214243,16;214243,14;0;40;0;2020
"00000171801210400000";"0201";140338,46;202782,79;118572,71;116227,51;121431,44;98851,7;0;0;0;0;0;0;285657,54;285657,54;285657,54;285657,54;285657,54;285657,55;0;31;0;2020
"00000171801300000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364107;0;0;0;2020
"00000171801310000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364107;0;0;0;2020
"00000171801310100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218464,2;0;1;0;2020
"00000171801310200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91026,75;0;20;0;2020
"00000171801310300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54616,05;0;40;0;2020
"00000171801400000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354166;0;0;0;0;0;2020
"00000171801410000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354166;0;0;0;0;0;2020
"00000171801410100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212499,6;0;0;0;1;0;2020
"00000171801410200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88541,5;0;0;0;20;0;2020
"00000171801410300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53124,9;0;0;0;40;0;2020
"00000171801500000000";"0201";2971,84;718,55;7052,2;1874,28;769,33;521,71;0;0;0;0;0;0;9026,6;8763,07;9718,29;8739,82;21260,85;11515,76;0;0;0;2020
"00000171801510000000";"0201";2971,84;718,55;7052,2;1874,28;769,33;521,71;0;0;0;0;0;0;9026,6;8763,07;9718,29;8739,82;21260,85;11515,76;0;0;0;2020
"00000171801510100000";"0201";1783,1;431,13;4231,32;1124,56;461,6;313,02;0;0;0;0;0;0;6902,44;6902,44;6902,44;6902,44;6902,44;6902,43;0;1;0;2020
"00000171801510200000";"0201";148,59;35,93;352,61;93,72;38,47;26,09;0;0;0;0;0;0;79,71;27;218,05;22,35;2526,56;577,55;0;20;0;2020
"00000171801510300000";"0201";445,78;107,78;1057,83;281,14;115,4;78,26;0;0;0;0;0;0;1725,62;1725,62;1725,62;1725,62;1725,62;1725,56;0;40;0;2020
"00000171801510400000";"0201";594,37;143,71;1410,44;374,86;153,86;104,34;0;0;0;0;0;0;318,83;108,01;872,18;89,41;10106,23;2310,22;0;31;0;2020
"00000171802000000000";"0201";11080,86;12579,43;13018;10414,54;7017,52;4496,75;0;0;0;0;0;0;33086,6;33086,6;33086,6;33086,6;33086,6;33086,69;0;0;0;2020
"00000171802200000000";"0201";0;0;0;40,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
"00000171802210000000";"0201";0;0;0;40,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2020
"00000171802600000000";"0201";11080,86;12579,43;13018;10374,49;7017,52;4496,75;0;0;0;0;0;0;33086,6;33086,6;33086,6;33086,6;33086,6;33086,69;0;0;0;2020
"00000171802610000000";"0201";11080,86;12579,43;13018;10374,49;7017,52;4496,75;0;0;0;0;0;0;33086,6;33086,6;33086,6;33086,6;33086,6;33086,69;0;1;0;2020
"00000171803000000000";"0201";66558,21;96501,37;111927,89;94173,46;93437,63;99437,63;0;0;0;0;0;0;191051,64;130105,64;116051,64;116051,64;116051,64;116051,8;0;0;0;2020
"00000171803100000000";"0201";51203,04;86696,2;88068,72;83632,46;83632,46;83632,46;0;0;0;0;0;0;175477,16;100477,16;100477,16;100477,16;100477,16;100477,16;0;0;0;2020
"00000171803110000000";"0201";51203,04;86696,2;88068,72;83632,46;83632,46;83632,46;0;0;0;0;0;0;175477,16;100477,16;100477,16;100477,16;100477,16;100477,16;0;4500;0;2020
"00000171803200000000";"0201";735,83;735,83;735,83;735,83;735,83;735,83;0;0;0;0;0;0;1141,06;1141,06;1141,06;1141,06;1141,06;1141,17;0;0;0;2020
"00000171803210000000";"0201";735,83;735,83;735,83;735,83;735,83;735,83;0;0;0;0;0;0;1141,06;1141,06;1141,06;1141,06;1141,06;1141,17;0;4501;0;2020
"00000171803300000000";"0201";5289,82;5739,82;5739,82;5739,82;5739,82;5739,82;0;0;0;0;0;0;8681;8681;8681;8681;8681;8681,01;0;0;0;2020
"00000171803310000000";"0201";5289,82;5739,82;5739,82;5739,82;5739,82;5739,82;0;0;0;0;0;0;8681;8681;8681;8681;8681;8681,01;0;4502;0;2020
"00000171803400000000";"0201";9329,52;3329,52;3329,52;3329,52;3329,52;9329,52;0;0;0;0;0;0;5752,42;5752,42;5752,42;5752,42;5752,42;5752,46;0;0;0;2020
"00000171803410000000";"0201";9329,52;3329,52;3329,52;3329,52;3329,52;9329,52;0;0;0;0;0;0;5752,42;5752,42;5752,42;5752,42;5752,42;5752,46;0;4503;0;2020
"00000171803900000000";"0201";0;0;14054;735,83;0;0;0;0;0;0;0;0;0;14054;0;0;0;0;0;0;0;2020
"00000171803910000000";"0201";0;0;14054;735,83;0;0;0;0;0;0;0;0;0;14054;0;0;0;0;0;0;0;2020
"00000171803910100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;14054;0;0;0;0;0;4511;0;2020
"00000171803910100000";"0201";0;0;14054;735,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4511;3160;2020
"00000171805000000000";"0201";28336;29499,25;32672,59;41996,48;22945,73;30607,76;0;0;0;0;0;0;38091,72;61037,86;59309,86;59309,86;59309,86;59309,96;0;0;0;2020
"00000171805100000000";"0201";28336;23321,25;20472,83;19181,16;18274,97;19141,8;0;0;0;0;0;0;38091,72;38091,72;38091,72;38091,72;38091,72;38091,8;0;0;0;2020
"00000171805110000000";"0201";28336;23321,25;20472,83;19181,16;18274,97;19141,8;0;0;0;0;0;0;38091,72;38091,72;38091,72;38091,72;38091,72;38091,8;0;1014;0;2020
"00000171805300000000";"0201";0;6178;7645,6;13707;116,6;6911,8;0;0;0;0;0;0;0;13447,2;11719,2;11719,2;11719,2;11719,2;0;0;0;2020
"00000171805310000000";"0201";0;6178;7645,6;13707;116,6;6911,8;0;0;0;0;0;0;0;13447,2;11719,2;11719,2;11719,2;11719,2;0;0;0;2020
"00000171805310100000";"0201";0;2436;3410,4;5846,4;0;2923,2;0;0;0;0;0;0;0;4982,4;4982,4;4982,4;4982,4;4982,4;0;1001;0;2020
"00000171805310200000";"0201";0;2100;2394;4494;0;2247;0;0;0;0;0;0;0;4023,2;4023,2;4023,2;4023,2;4023,2;0;1031;0;2020
"00000171805310300000";"0201";0;1370;1534,4;2904,4;0;1452,2;0;0;0;0;0;0;0;2374,4;2374,4;2374,4;2374,4;2374,4;0;1033;0;2020
"00000171805310400000";"0201";0;162;183,6;345,6;0;172,8;0;0;0;0;0;0;0;1728;0;0;0;0;0;1059;0;2020
"00000171805310500000";"0201";0;110;123,2;116,6;116,6;116,6;0;0;0;0;0;0;0;339,2;339,2;339,2;339,2;339,2;0;1071;0;2020
"00000171805400000000";"0201";0;0;4554,16;9108,32;4554,16;4554,16;0;0;0;0;0;0;0;9498,94;9498,94;9498,94;9498,94;9498,96;0;0;0;2020
"00000171805410000000";"0201";0;0;4554,16;9108,32;4554,16;4554,16;0;0;0;0;0;0;0;9498,94;9498,94;9498,94;9498,94;9498,96;0;1016;0;2020
"00000171812000000000";"0201";1430;0;15469,1;7969,96;72185;66555;0;0;0;0;0;0;15279,82;22610,65;45354,82;22610,65;15279,82;22610,71;0;0;0;2020
"00000171812100000000";"0201";1430;0;15469,1;7969,96;72185;66555;0;0;0;0;0;0;15279,82;22610,65;45354,82;22610,65;15279,82;22610,71;0;0;0;2020
"00000171812110000000";"0201";1430;0;15469,1;7969,96;72185;66555;0;0;0;0;0;0;15279,82;22610,65;45354,82;22610,65;15279,82;22610,71;0;0;0;2020
