"receita";"uniorcam";"arrecadado_janeiro";"arrecadado_fevereiro";"arrecadado_marco";"arrecadado_abril";"arrecadado_maio";"arrecadado_junho";"arrecadado_julho";"arrecadado_agosto";"arrecadado_setembro";"arrecadado_outubro";"arrecadado_novembro";"arrecadado_dezembro";"meta_1bim";"meta_2bim";"meta_3bim";"meta_4bim";"meta_5bim";"meta_6bim";"caracteristica_peculiar_receita";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000172899110000000";"0201";0;0;0;0,27;0;0;0;41,46;0;0;0;67,94;110,08;110,08;110,08;110,08;110,08;110,12;0;0;NA;2018
"00000172899110100000";"0201";0;0;0;0,27;0;0;0;41,46;0;0;0;67,94;110,08;110,08;110,08;110,08;110,08;110,12;0;1114;NA;2018
"00000174000000000000";"0201";0;0;0;0;0;0;4832,44;0;0;0;0;1888,02;0;0;0;0;0;0;0;0;NA;2018
"00000174000100000000";"0201";0;0;0;0;0;0;4832,44;0;0;0;0;1888,02;0;0;0;0;0;0;0;0;NA;2018
"00000174000110000000";"0201";0;0;0;0;0;0;4832,44;0;0;0;0;1888,02;0;0;0;0;0;0;0;0;NA;2018
"00000174000110100000";"0201";0;0;0;0;0;0;4832,44;0;0;0;0;1888,02;0;0;0;0;0;0;0;1050;NA;2018
"00000175000000000000";"0201";298460,78;212763,27;221042,97;236935,81;252649,87;205371,6;208317,65;221028,05;205512,76;244534,2;230456,42;304434,07;463931,15;465644,8;488895,14;415002,79;416260,25;461004,25;0;0;NA;2018
"00000175800000000000";"0201";298460,78;212763,27;221042,97;236935,81;252649,87;205371,6;208317,65;221028,05;205512,76;244534,2;230456,42;304434,07;463931,15;465644,8;488895,14;415002,79;416260,25;461004,25;0;0;NA;2018
"00000175801000000000";"0201";297584,36;212763,27;221042,97;236935,81;252649,87;205371,6;208317,65;221028,05;205512,76;244534,2;230456,42;303803,94;463931,15;465644,8;488895,14;415002,79;416260,25;461004,25;0;0;NA;2018
"00000175801100000000";"0201";297584,36;212763,27;221042,97;236935,81;252649,87;205371,6;208317,65;221028,05;205512,76;244534,2;230456,42;303803,94;463931,15;465644,8;488895,14;415002,79;416260,25;461004,25;0;0;NA;2018
"00000175801110000000";"0201";297584,36;212763,27;221042,97;236935,81;252649,87;205371,6;208317,65;221028,05;205512,76;244534,2;230456,42;303803,94;463931,15;465644,8;488895,14;415002,79;416260,25;461004,25;0;31;NA;2018
"00000175899000000000";"0201";876,42;0;0;0;0;0;0;0;0;0;0;630,13;0;0;0;0;0;0;0;0;NA;2018
"00000175899100000000";"0201";876,42;0;0;0;0;0;0;0;0;0;0;630,13;0;0;0;0;0;0;0;0;NA;2018
"00000175899110000000";"0201";876,42;0;0;0;0;0;0;0;0;0;0;630,13;0;0;0;0;0;0;0;0;NA;2018
"00000175899110100000";"0201";876,42;0;0;0;0;0;0;0;0;0;0;630,13;0;0;0;0;0;0;0;1;NA;2018
"00000190000000000000";"0201";11654,17;6697,02;8465,01;19459,11;48188,22;19103,61;17946,09;7656,77;7337,8;22718,8;7399,78;10473,35;10221,36;10335,02;10819,37;11333,89;11590,84;12513,41;0;0;NA;2018
"00000191000000000000";"0201";112,05;0;0;188,96;0;0;65,96;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000191001000000000";"0201";112,05;0;0;188,96;0;0;4,36;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000191001100000000";"0201";112,05;0;0;188,96;0;0;4,36;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000191001140000000";"0201";112,05;0;0;188,96;0;0;4,36;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000191009000000000";"0201";0;0;0;0;0;0;61,6;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000191009100000000";"0201";0;0;0;0;0;0;61,6;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000191009110000000";"0201";0;0;0;0;0;0;61,6;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000192000000000000";"0201";4350,27;2859,61;4455,62;15373,43;43893,8;14175,56;13638,25;3278,84;3183,62;18516,36;3082,58;3578,84;159,98;273,64;757,99;1272,51;1529,46;2451,94;0;0;NA;2018
"00000192100000000000";"0201";0;239,86;0;200,38;200,38;0;263,55;429,75;186,74;0;110,7;0;0;0;0;0;0;0;0;0;NA;2018
"00000192199000000000";"0201";0;239,86;0;200,38;200,38;0;263,55;429,75;186,74;0;110,7;0;0;0;0;0;0;0;0;0;NA;2018
"00000192199100000000";"0201";0;239,86;0;200,38;200,38;0;263,55;429,75;186,74;0;110,7;0;0;0;0;0;0;0;0;0;NA;2018
"00000192199110000000";"0201";0;239,86;0;200,38;200,38;0;263,55;429,75;186,74;0;110,7;0;0;0;0;0;0;0;0;1;NA;2018
"00000192200000000000";"0201";4350,27;2619,75;4455,62;15173,05;43693,42;14175,56;13374,7;2849,09;2996,88;18516,36;2971,88;3578,84;159,98;273,64;757,99;1272,51;1529,46;2451,94;0;0;NA;2018
"00000192206000000000";"0201";1504,6;1129,24;1826,24;2,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000192206100000000";"0201";1504,6;1129,24;1826,24;2,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000192206110000000";"0201";1504,6;1129,24;1826,24;2,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000192299000000000";"0201";2845,67;1490,51;2629,38;15170,12;43693,42;14175,56;13374,7;2849,09;2996,88;18516,36;2971,88;3578,84;159,98;273,64;757,99;1272,51;1529,46;2451,94;0;0;NA;2018
"00000192299100000000";"0201";2845,67;1490,51;2629,38;15170,12;43693,42;14175,56;13374,7;2849,09;2996,88;18516,36;2971,88;3578,84;159,98;273,64;757,99;1272,51;1529,46;2451,94;0;0;NA;2018
"00000192299110000000";"0201";2845,67;1490,51;2629,38;15170,12;43693,42;14175,56;13374,7;2849,09;2996,88;17808,33;2931,88;2892,09;0;0;0;0;0;0;0;0;NA;2018
"00000192299110200000";"0201";0;0;440;12430;5891,6;9116;440;0;0;14840;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000192299110400000";"0201";171,52;0;0;0;34676,56;2171,9;10043,25;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000192299110600000";"0201";2674,15;1490,51;2189,38;2740,12;3125,26;2887,66;2891,45;2849,09;2996,88;2968,33;2931,88;2892,09;0;0;0;0;0;0;0;1;NA;2018
"00000192299130000000";"0201";0;0;0;0;0;0;0;0;0;181,5;32,04;225,9;128,04;217,82;468,87;527,76;761,67;1426,4;0;0;NA;2018
"00000192299130200000";"0201";0;0;0;0;0;0;0;0;0;181,5;32,04;225,9;128,04;217,82;468,87;527,76;761,67;1426,4;0;1;NA;2018
"00000192299140000000";"0201";0;0;0;0;0;0;0;0;0;526,53;7,96;460,85;31,94;55,82;289,12;744,75;767,79;1025,54;0;0;NA;2018
"00000192299140200000";"0201";0;0;0;0;0;0;0;0;0;526,53;7,96;460,85;31,94;55,82;289,12;744,75;767,79;1025,54;0;1;NA;2018
"00000199000000000000";"0201";7191,85;3837,41;4009,39;3896,72;4294,42;4928,05;4241,88;4377,93;4154,18;4202,44;4317,2;6894,51;10061,38;10061,38;10061,38;10061,38;10061,38;10061,47;0;0;NA;2018
"00000199099000000000";"0201";7191,85;3837,41;4009,39;3896,72;4294,42;4928,05;4241,88;4377,93;4154,18;4202,44;4317,2;6894,51;10061,38;10061,38;10061,38;10061,38;10061,38;10061,47;0;0;NA;2018
"00000199099100000000";"0201";5700;218,9;433,52;216,76;214,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000199099130000000";"0201";5700;167,07;334,14;167,07;167,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000199099130500000";"0201";5700;167,07;334,14;167,07;167,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000199099140000000";"0201";0;51,83;99,38;49,69;47,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000199099140500000";"0201";0;51,83;99,38;49,69;47,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000199099200000000";"0201";1491,85;3618,51;3575,87;3679,96;4080,34;4928,05;4241,88;4377,93;4154,18;4202,44;4317,2;6894,51;10061,38;10061,38;10061,38;10061,38;10061,38;10061,47;0;0;NA;2018
"00000199099210000000";"0201";1491,85;3618,51;3575,87;3679,96;4080,34;4516,91;4241,88;4377,93;4154,18;4202,44;4317,2;6894,51;10061,38;10061,38;10061,38;10061,38;10061,38;10061,47;0;0;NA;2018
"00000199099210100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;5720,5;5720,5;5720,5;5720,5;5720,5;5720,5;0;1;NA;2018
"00000199099210200000";"0201";1491,85;3618,51;3575,87;3679,96;4080,34;4516,91;4241,88;4377,93;4154,18;4202,44;4317,2;6894,51;4340,88;4340,88;4340,88;4340,88;4340,88;4340,97;0;1;NA;2018
"00000199099220000000";"0201";0;0;0;0;0;411,14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000200000000000000";"0201";0;0;0;0;0;446736,56;403,55;720,54;619,2;501,13;502,99;29335,13;243750;0;80000;546391,88;0;591700;0;0;NA;2018
"00000240000000000000";"0201";0;0;0;0;0;446675;0;0;0;0;0;29092,64;243750;0;80000;546391,88;0;591700;0;0;NA;2018
"00000241000000000000";"0201";0;0;0;0;0;446675;0;0;0;0;0;29092,64;243750;0;80000;546391,88;0;591700;0;0;NA;2018
"00000241800000000000";"0201";0;0;0;0;0;446675;0;0;0;0;0;29092,64;243750;0;80000;546391,88;0;591700;0;0;NA;2018
"00000241803000000000";"0201";0;0;0;0;0;80000;0;0;0;0;0;29092,64;0;0;80000;0;0;1e+05;0;0;NA;2018
"00000241803100000000";"0201";0;0;0;0;0;80000;0;0;0;0;0;29092,64;0;0;80000;0;0;1e+05;0;0;NA;2018
"00000241803110000000";"0201";0;0;0;0;0;80000;0;0;0;0;0;29092,64;0;0;80000;0;0;1e+05;0;0;NA;2018
"00000241803110100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;4931;NA;2018
"00000241803110200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50000;0;4931;NA;2018
"00000241803110300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45000;0;4931;NA;2018
"00000241803110400000";"0201";0;0;0;0;0;80000;0;0;0;0;0;0;0;0;80000;0;0;0;0;4936;NA;2018
"00000241803110500000";"0201";0;0;0;0;0;0;0;0;0;0;0;29092,64;0;0;0;0;0;0;0;4505;NA;2018
"00000241810000000000";"0201";0;0;0;0;0;366675;0;0;0;0;0;0;243750;0;0;546391,88;0;491700;0;0;NA;2018
"00000241810700000000";"0201";0;0;0;0;0;122925;0;0;0;0;0;0;0;0;0;0;0;491700;0;0;NA;2018
"00000241810710000000";"0201";0;0;0;0;0;122925;0;0;0;0;0;0;0;0;0;0;0;491700;0;0;NA;2018
"00000241810710100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245850;0;1203;NA;2018
"00000241810710200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245850;0;1201;NA;2018
"00000241810710300000";"0201";0;0;0;0;0;122925;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;NA;2018
"00000241810900000000";"0201";0;0;0;0;0;243750;0;0;0;0;0;0;243750;0;0;546391,88;0;0;0;0;NA;2018
"00000241810910000000";"0201";0;0;0;0;0;243750;0;0;0;0;0;0;243750;0;0;546391,88;0;0;0;0;NA;2018
"00000241810910100000";"0201";0;0;0;0;0;243750;0;0;0;0;0;0;243750;0;0;0;0;0;0;1204;NA;2018
"00000241810910200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243750;0;0;0;1205;NA;2018
"00000241810910300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185225,05;0;0;0;1206;NA;2018
"00000241810910400000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117416,83;0;0;0;1207;NA;2018
"00000290000000000000";"0201";0;0;0;0;0;61,56;403,55;720,54;619,2;501,13;502,99;242,49;0;0;0;0;0;0;0;0;NA;2018
"00000299000000000000";"0201";0;0;0;0;0;61,56;403,55;720,54;619,2;501,13;502,99;242,49;0;0;0;0;0;0;0;0;NA;2018
"00000299000100000000";"0201";0;0;0;0;0;61,56;403,55;720,54;619,2;501,13;502,99;242,49;0;0;0;0;0;0;0;0;NA;2018
"00000299000110000000";"0201";0;0;0;0;0;61,56;403,55;720,54;619,2;501,13;502,99;242,49;0;0;0;0;0;0;0;0;NA;2018
"00000299000110200000";"0201";0;0;0;0;0;61,56;403,55;720,54;619,2;501,13;502,99;242,49;0;0;0;0;0;0;0;0;NA;2018
"00000299000110202000";"0201";0;0;0;0;0;61,56;123,25;0;0;0;0;0;0;0;0;0;0;0;0;1204;NA;2018
"00000299000110203000";"0201";0;0;0;0;0;0;0;301,04;302,16;303,29;304,41;123,51;0;0;0;0;0;0;0;1204;NA;2018
"00000299000110204000";"0201";0;0;0;0;0;0;280,3;0,46;0;0;0;0;0;0;0;0;0;0;0;1200;NA;2018
"00000299000110205000";"0201";0;0;0;0;0;0;0;419,04;317,04;197,84;198,58;83,19;0;0;0;0;0;0;0;1200;NA;2018
"00000299000110206000";"0201";0;0;0;0;0;0;0;0;0;0;0;35,79;0;0;0;0;0;0;0;4505;NA;2018
"00000700000000000000";"0201";129647;179331,15;152240,06;155438,6;174545,52;168370,23;170156,02;174532,52;171185,56;170215,19;172608,78;493453,51;289090,22;289090,22;289090,22;289090,22;289090,22;289090,24;0;0;NA;2018
"00000720000000000000";"0201";129647;179331,15;152240,06;155438,6;174545,52;168370,23;170156,02;174532,52;171185,56;170215,19;172608,78;493453,51;289090,22;289090,22;289090,22;289090,22;289090,22;289090,24;0;0;NA;2018
"00000721000000000000";"0201";129647;179331,15;152240,06;155438,6;174545,52;168370,23;170156,02;174532,52;171185,56;170215,19;172608,78;493453,51;289090,22;289090,22;289090,22;289090,22;289090,22;289090,24;0;0;NA;2018
"00000721004000000000";"0201";129647;80992,06;68756,79;70201,4;78830,77;76253,67;76848,31;78824,87;77313,31;76875,03;77956,06;222860,56;138990;138990;138990;138990;138990;138990;0;0;NA;2018
"00000721004100000000";"0201";129647;80992,06;68756,79;70201,4;78830,77;76253,67;76848,31;78824,87;77313,31;76875,03;77956,06;222860,56;138990;138990;138990;138990;138990;138990;0;0;NA;2018
"00000721004110000000";"0201";129647;80992,06;68756,79;70201,4;78830,77;75867,29;76848,31;78824,87;77313,31;76875,03;77956,06;222860,56;138990;138990;138990;138990;138990;138990;0;0;NA;2018
"00000721004110100000";"1201";0;80992,06;68756,79;70201,4;78830,77;75867,29;76848,31;78824,87;77313,31;76875,03;77956,06;222860,56;138990;138990;138990;138990;138990;138990;0;50;NA;2018
"00000721004110200000";"1201";129647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;NA;2018
"00000721004120000000";"1201";0;0;0;0;0;386,38;0;0;0;0;0;0;0;0;0;0;0;0;0;50;NA;2018
"00000721800000000000";"0201";0;98339,09;83483,27;85237,2;95714,75;92116,56;93307,71;95707,65;93872,25;93340,16;94652,72;270592,95;150100,22;150100,22;150100,22;150100,22;150100,22;150100,24;0;0;NA;2018
"00000721801000000000";"0201";0;98339,09;83483,27;85237,2;95714,75;92116,56;93307,71;95707,65;93872,25;93340,16;94652,72;270592,95;150100,22;150100,22;150100,22;150100,22;150100,22;150100,24;0;0;NA;2018
"00000721801100000000";"0201";0;98339,09;83483,27;85237,2;95714,75;92116,56;93307,71;95707,65;93872,25;93340,16;94652,72;270592,95;150100,22;150100,22;150100,22;150100,22;150100,22;150100,24;0;0;NA;2018
"00000721801110000000";"1201";0;98339,09;83483,27;85237,2;95714,75;92116,56;93307,71;95707,65;93872,25;93340,16;94652,72;270592,95;150100,22;150100,22;150100,22;150100,22;150100,22;150100,24;0;50;NA;2018
"00000800000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;21666,66;21666,66;21666,66;21666,66;21666,66;21666,7;0;0;NA;2018
"00000830000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;21666,66;21666,66;21666,66;21666,66;21666,66;21666,7;0;0;NA;2018
"00000830006000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;21666,66;21666,66;21666,66;21666,66;21666,66;21666,7;0;0;NA;2018
"00000830006100000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;21666,66;21666,66;21666,66;21666,66;21666,66;21666,7;0;0;NA;2018
"00000830006110000000";"1201";0;0;0;0;0;0;0;0;0;0;0;0;21666,66;21666,66;21666,66;21666,66;21666,66;21666,7;0;50;NA;2018
"00000900000000000000";"0201";-290217,44;-327580,58;-251694,25;-314371,29;-638703,38;-311467,47;-264445,75;-272042,25;-271897,47;-273893,82;-254095,43;-418242,71;-553025,82;-530611,45;-558273,99;-485885,9;-497870,35;-651150,66;0;0;NA;2018
"00000910000000000000";"0201";-290217,44;-327580,58;-251694,25;-314371,29;-638703,38;-311467,47;-264445,75;-272042,25;-271897,47;-273893,82;-254095,43;-384873,49;-553025,82;-530611,45;-558273,99;-485885,9;-497870,35;-651150,66;0;0;NA;2018
"00000911000000000000";"0201";-600,96;-1,84;-6210,49;-7682,2;-14608,25;-35441,4;-33,32;-3047,48;-4280,17;-7563,84;-1129,84;-800,38;-4873,49;-5906,01;-8955,16;-4862,16;-4862,16;-4862,19;0;0;NA;2018
"00000911100000000000";"0201";-600,96;-1,84;-6210,49;-7682,2;-14608,25;-35441,4;-33,32;-3047,48;-4280,17;-7563,84;-1129,84;-800,38;-4873,49;-5906,01;-8955,16;-4862,16;-4862,16;-4862,19;0;0;NA;2018
"00000911120000000000";"0201";-600,96;-1,84;-1,34;-8,95;-1592,03;-335,43;-33,32;-47,48;-4280,17;-7563,84;-1129,84;-800,38;0;0;0;0;0;0;0;0;NA;2018
"00000911120100000000";"0201";-600,96;-1,84;-1,34;-8,95;-1592,03;-335,43;-33,32;-47,48;-4280,17;-7563,84;-1129,84;-800,38;0;0;0;0;0;0;0;0;NA;2018
"00000911120110000000";"0201";-600,96;-1,84;-1,34;-8,95;-1592,03;-335,43;-33,32;-47,48;-4280,17;-7563,84;-1129,84;-800,38;0;0;0;0;0;0;0;0;NA;2018
"00000911120111000000";"0201";-600,96;-1,84;-1,34;-8,95;-1592,03;-335,43;-33,32;-47,48;-4280,17;-7563,84;-1129,84;-800,38;0;0;0;0;0;0;0;0;NA;2018
"00000911120111040000";"0201";-600,96;-1,84;-1,34;-8,95;-1592,03;-335,43;-33,32;-47,48;-4280,17;-7563,84;-1129,84;-800,38;0;0;0;0;0;0;105;31;NA;2018
"00000911180000000000";"0201";0;0;-6209,15;-7673,25;-13016,22;-35105,97;0;-3000;0;0;0;0;-4873,49;-5906,01;-8955,16;-4862,16;-4862,16;-4862,19;0;0;NA;2018
"00000911180100000000";"0201";0;0;-6209,15;-7673,25;-13016,22;-35105,97;0;-3000;0;0;0;0;-4873,49;-5906,01;-8955,16;-4862,16;-4862,16;-4862,19;0;0;NA;2018
"00000911180110000000";"0201";0;0;-6209,15;-7673,25;-13016,22;-35105,97;0;0;0;0;0;0;-4873,49;-5906,01;-8955,16;-4862,16;-4862,16;-4862,19;0;0;NA;2018
"00000911180111000000";"0201";0;0;-6209,15;-7673,25;-13016,22;-35105,97;0;0;0;0;0;0;-4873,49;-5906,01;-8955,16;-4862,16;-4862,16;-4862,19;0;0;NA;2018
"00000911180111010000";"0201";0;0;-3725,25;-4603,78;-7809,38;-21062,87;0;0;0;0;0;0;-3432,12;-3432,12;-3432,12;-3432,12;-3432,12;-3432,1;103;1;NA;2018
"00000911180111020000";"0201";0;0;-1552,48;-1918,46;-3254,32;-8777,04;0;0;0;0;0;0;-1430,04;-1430,04;-1430,04;-1430,04;-1430,04;-1430,09;103;20;NA;2018
"00000911180111030000";"0201";0;0;-931,42;-1151,01;-1952,52;-5266,06;0;0;0;0;0;0;-11,33;-1043,85;-4093;0;0;0;103;40;NA;2018
"00000911180140000000";"0201";0;0;0;0;0;0;0;-3000;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000911180141000000";"0201";0;0;0;0;0;0;0;-3000;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000911180141010000";"0201";0;0;0;0;0;0;0;-1800;0;0;0;0;0;0;0;0;0;0;102;1;NA;2018
"00000911180141020000";"0201";0;0;0;0;0;0;0;-750;0;0;0;0;0;0;0;0;0;0;102;20;NA;2018
"00000911180141030000";"0201";0;0;0;0;0;0;0;-450;0;0;0;0;0;0;0;0;0;0;102;40;NA;2018
"00000913000000000000";"0201";-39,8;-44362,5;-41,56;-27185,81;-322050,6;-38542,46;-161,67;-46417,88;-35796,53;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913200000000000";"0201";-39,8;-44362,5;-41,56;-27185,81;-322050,6;-38542,46;-161,67;-46417,88;-35796,53;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210000000000";"0201";-39,8;-44362,5;-41,56;-27185,81;-322050,6;-38542,46;-161,67;-46417,88;-35796,53;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210010000000";"0201";-39,8;0;-41,56;0;0;0;-161,67;0;-1593,59;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210011000000";"0201";-39,8;0;-41,56;0;0;0;-161,67;0;-1593,59;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210011010000";"0201";-39,8;0;-41,56;0;0;0;-161,67;0;-1593,59;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210011010800";"0201";0;0;-41,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210011010804";"0201";0;0;-41,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1017;NA;2018
"00000913210011010900";"0201";0;0;0;0;0;0;-161,67;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210011010908";"0201";0;0;0;0;0;0;-161,67;0;0;0;0;0;0;0;0;0;0;0;109;1202;NA;2018
"00000913210011019900";"0201";-39,8;0;0;0;0;0;0;0;-1593,59;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210011019903";"0201";0;0;0;0;0;0;0;0;-1593,59;0;0;0;0;0;0;0;0;0;108;1039;NA;2018
"00000913210011019904";"0201";-39,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1024;NA;2018
"00000913210040000000";"0201";0;-44362,5;0;-27185,81;-322050,6;-38542,46;0;-46417,88;-34202,94;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210041000000";"1201";0;-44362,5;0;-27185,81;-322050,6;-38542,46;0;-46417,88;-34202,94;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000913210041010000";"1201";0;0;0;-5208,91;-109507,43;-11763,08;0;-15775,73;-5491,76;0;0;0;0;0;0;0;0;0;109;50;NA;2018
"00000913210041020000";"1201";0;0;0;-13797,96;-99197,4;-21983,3;0;-11738,76;-21322,66;0;0;0;0;0;0;0;0;0;109;50;NA;2018
"00000913210041030000";"1201";0;0;0;-1766,44;-40591,27;-4593,58;0;-5885,93;-1636,02;0;0;0;0;0;0;0;0;0;109;50;NA;2018
"00000913210041060000";"1201";0;-44362,5;0;-6412,5;-72754,5;-202,5;0;-13017,46;-5752,5;0;0;0;0;0;0;0;0;0;109;50;NA;2018
"00000916000000000000";"0201";-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000916900000000000";"0201";-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000916909900000000";"0201";-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000916909910000000";"0201";-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000916909911000000";"0201";-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1;NA;2018
"00000917000000000000";"0201";-289504,68;-283216,24;-245442,2;-279503,28;-302044,53;-237483,61;-264250,76;-222576,89;-231820,77;-266329,98;-252965,59;-384073,11;-548152,33;-524705,44;-549318,83;-481023,74;-493008,19;-646288,47;0;0;NA;2018
"00000917100000000000";"0201";-128863,37;-168232,82;-113532,84;-118998,91;-145869,16;-136647,47;-93049,47;-117190,11;-88570,28;-100512,68;-126062,69;-154193,61;-310849,32;-228808,68;-282078,85;-217847,02;-227678,01;-327537,65;0;0;NA;2018
"00000917180000000000";"0201";-128863,37;-168232,82;-113532,84;-118998,91;-145869,16;-136647,47;-93049,47;-117190,11;-88570,28;-100512,68;-126062,69;-154193,61;-310849,32;-228808,68;-282078,85;-217847,02;-227678,01;-327537,65;0;0;NA;2018
"00000917180100000000";"0201";-128108,98;-167478,49;-112778,51;-118244,58;-145114,83;-135893,14;-92295,14;-116435,78;-87815,95;-99758,35;-125308,36;-153439,28;-309308,94;-227268,3;-280538,47;-216306,64;-226137,63;-325997,27;0;0;NA;2018
"00000917180120000000";"0201";-128108,98;-167478,49;-112778,51;-118244,58;-145114,83;-135893,14;-92295,14;-116435,78;-87815,95;-99758,35;-125308,36;-153439,28;-309088,15;-227011,86;-280206,45;-216004,29;-208549,01;-324697,49;0;0;NA;2018
"00000917180121000000";"0201";-128108,98;-167478,49;-112778,51;-118244,58;-145114,83;-135893,14;-92295,14;-116435,78;-87815,95;-99758,35;-125308,36;-153439,28;-309088,15;-227011,86;-280206,45;-216004,29;-208549,01;-324697,49;0;0;NA;2018
"00000917180121040000";"0201";-128108,98;-167478,49;-112778,51;-118244,58;-145114,83;-135893,14;-92295,14;-116435,78;-87815,95;-99758,35;-125308,36;-153439,28;-309088,15;-227011,86;-280206,45;-216004,29;-208549,01;-324697,49;105;31;NA;2018
"00000917180150000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;-220,79;-256,44;-332,02;-302,35;-17588,62;-1299,78;0;0;NA;2018
"00000917180151000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;-220,79;-256,44;-332,02;-302,35;-17588,62;-1299,78;0;0;NA;2018
"00000917180151040000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;-220,79;-256,44;-332,02;-302,35;-17588,62;-1299,78;105;31;NA;2018
"00000917180600000000";"0201";-754,39;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;0;0;NA;2018
"00000917180610000000";"0201";-754,39;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;0;0;NA;2018
"00000917180611000000";"0201";-754,39;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;0;0;NA;2018
"00000917180611040000";"0201";-754,39;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-754,33;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;-1540,38;105;31;NA;2018
