"uniorcam";"funcao";"subfuncao";"programa";"obsoleto1";"projativ";"elemento";"recurso_vinculado";"dotacao_inicial";"atualizacao_monetaria";"credito_suplementar";"credito_especial";"credito_extraordinario";"reducao_dotacao";"suplementacao_recurso_vinculado";"reducao_recurso_vinculado";"empenhado";"liquidado";"pago";"limitado";"recomposto";"previsao_ate_termino";"complemento_recurso_vinculado";"exercicio_base"
"0801";10;305;7;"000";2073;"449052";40;2000;0;0;0;0;0;0;0;990;990;990;0;0;2000;NA;2018
"0801";10;785;8;"000";2074;"319011";40;144000;0;87350;0;0;56207,97;0;0;175142,03;175142,03;175142,03;0;0;175142,03;NA;2018
"0801";10;785;8;"000";2074;"319016";40;62000;0;0;0;0;3400;0;0;58556,14;58556,14;58556,14;0;0;58600;NA;2018
"0801";10;785;8;"000";2074;"319094";40;500;0;0;0;0;0;0;0;0;0;0;0;0;500;NA;2018
"0801";10;785;8;"000";2074;"319113";40;21600;0;4600;0;0;184,01;0;0;26015,99;26015,99;26015,99;0;0;26015,99;NA;2018
"0801";10;785;8;"000";2074;"339014";40;55000;0;16500;0;0;140;0;0;68911,84;68911,84;68911,84;0;0;71360;NA;2018
"0801";10;785;8;"000";2074;"339030";40;120000;0;116018;0;0;4579,53;0;0;229150,43;229150,43;229150,43;0;0;231438,47;NA;2018
"0801";10;785;8;"000";2074;"339032";40;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;NA;2018
"0801";10;785;8;"000";2074;"339033";40;50000;0;4505;0;0;0;0;0;54503,32;54503,32;54503,32;0;0;54505;NA;2018
"0801";10;785;8;"000";2074;"339036";40;1000;0;0;0;0;905;0;0;0;0;0;0;0;95;NA;2018
"0801";10;785;8;"000";2074;"339039";40;40000;0;54919;0;0;12360;0;0;81671,88;81671,88;81671,88;0;0;82559;NA;2018
"0801";10;785;8;"000";2074;"339046";40;18000;0;1223,4;0;0;0;0;0;19223,4;19223,4;19223,4;0;0;19223,4;NA;2018
"0801";10;785;8;"000";2074;"339093";40;1000;0;0;0;0;100;0;0;50;50;50;0;0;900;NA;2018
"0902";8;122;11;"000";2075;"319004";1;20000;0;0;0;0;7632,53;0;0;12367,47;12367,47;12367,47;0;0;12367,47;NA;2018
"0902";8;122;11;"000";2075;"319004";1064;0;0;14000;0;0;134,89;0;0;13865,11;13865,11;13865,11;0;0;13865,11;NA;2018
"0902";8;122;11;"000";2075;"319011";1;170100;0;62810,19;0;0;17300;0;0;215610,19;215610,19;215610,19;0;0;215610,19;NA;2018
"0902";8;122;11;"000";2075;"319011";1064;0;0;43714,52;0;0;0;0;0;43714,52;43714,52;43714,52;0;0;43714,52;NA;2018
"0902";8;122;11;"000";2075;"319013";1;21150;0;413,71;0;0;1400;0;0;20163,71;20163,71;20163,71;0;0;20163,71;NA;2018
"0902";8;122;11;"000";2075;"319016";1;500;0;200;0;0;0;0;0;516,2;516,2;516,2;0;0;700;NA;2018
"0902";8;122;11;"000";2075;"319094";1;500;0;0;0;0;0;0;0;0;0;0;0;0;500;NA;2018
"0902";8;122;11;"000";2075;"319113";1;19800;0;6888;0;0;95,64;0;0;26592,36;26592,36;26592,36;0;0;26592,36;NA;2018
"0902";8;122;11;"000";2075;"339014";1;1000;0;2500;0;0;0;0;0;2297,31;2297,31;2297,31;0;0;3500;NA;2018
"0902";8;122;11;"000";2075;"339014";1067;2588,6;0;0;0;0;0;0;0;2258,24;2258,24;2258,24;0;0;2588,6;NA;2018
"0902";8;122;11;"000";2075;"339030";1;5000;0;0;0;0;0;0;0;3601,4;3601,4;3601,4;0;0;5000;NA;2018
"0902";8;122;11;"000";2075;"339030";1067;0;0;6941,1;0;0;0;0;0;6899,2;6899,2;6899,2;0;0;6941,1;NA;2018
"0902";8;122;11;"000";2075;"339033";1;1000;0;0;0;0;0;0;0;700,35;700,35;700,35;0;0;1000;NA;2018
"0902";8;122;11;"000";2075;"339033";1067;2000;0;0;0;0;371,1;0;0;1082,95;1082,95;1082,95;0;0;1628,9;NA;2018
"0902";8;122;11;"000";2075;"339036";1;500;0;0;0;0;500;0;0;0;0;0;0;0;0;NA;2018
"0902";8;122;11;"000";2075;"339036";1067;0;0;3000;0;0;2440;0;0;0;0;0;0;0;560;NA;2018
"0902";8;122;11;"000";2075;"339039";1;20000;0;10500;0;0;3000;0;0;22963,64;22963,64;22963,64;0;0;27500;NA;2018
"0902";8;122;11;"000";2075;"339039";1067;0;0;3200;0;0;1330;0;0;1736;1736;1736;0;0;1870;NA;2018
"0902";8;122;11;"000";2075;"339046";1;33000;0;5257,73;0;0;9500;0;0;28757,73;28757,73;28757,73;0;0;28757,73;NA;2018
"0902";8;122;11;"000";2075;"449052";1;2000;0;0;0;0;0;0;0;0;0;0;0;0;2000;NA;2018
"0902";8;122;11;"000";2075;"449052";1067;0;0;7000;0;0;0;0;0;6396;6396;6396;0;0;7000;NA;2018
"0902";8;241;11;"000";2076;"339014";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"0902";8;241;11;"000";2076;"339030";1;10000;0;0;0;0;9000;0;0;151,5;151,5;151,5;0;0;1000;NA;2018
"0902";8;241;11;"000";2076;"339030";1021;10000;0;35000;0;0;5000;0;0;24741,27;24741,27;24741,27;0;0;40000;NA;2018
"0902";8;241;11;"000";2076;"339030";1064;0;0;26448,01;0;0;13414,7;0;0;13006,56;13006,56;13006,56;0;0;13033,31;NA;2018
"0902";8;241;11;"000";2076;"339033";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"0902";8;241;11;"000";2076;"339036";1;500;0;0;0;0;0;0;0;0;0;0;0;0;500;NA;2018
"0902";8;241;11;"000";2076;"339036";1021;0;0;1000;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"0902";8;241;11;"000";2076;"339039";1;10000;0;4080;0;0;0;0;0;11448;11448;11448;0;0;14080;NA;2018
"0902";8;241;11;"000";2076;"339039";1021;6000;0;4000;0;0;0;0;0;2901;2901;2901;0;0;10000;NA;2018
"0902";8;241;11;"000";2076;"339039";1064;0;0;9000;0;0;9000;0;0;0;0;0;0;0;0;NA;2018
"0902";8;241;11;"000";2077;"339030";1;5000;0;0;0;0;4660;0;0;338,5;338,5;338,5;0;0;340;NA;2018
"0902";8;241;11;"000";2077;"339036";1;500;0;0;0;0;0;0;0;0;0;0;0;0;500;NA;2018
"0902";8;241;11;"000";2077;"339039";1;3000;0;5000;0;0;0;0;0;6203,51;6203,51;6203,51;0;0;8000;NA;2018
"0902";8;241;11;"000";2077;"449052";1;5000;0;0;0;0;0;0;0;0;0;0;0;0;5000;NA;2018
"0902";8;242;11;"000";2078;"339030";1;2000;0;0;0;0;1500;0;0;0;0;0;0;0;500;NA;2018
"0902";8;242;11;"000";2078;"339032";1;500;0;0;0;0;0;0;0;0;0;0;0;0;500;NA;2018
"0902";8;242;11;"000";2078;"339039";1;2000;0;1500;0;0;0;0;0;1000;1000;1000;0;0;3500;NA;2018
"0902";8;243;11;"000";2079;"339030";1;500;0;0;0;0;500;0;0;0;0;0;0;0;0;NA;2018
"0902";8;243;11;"000";2079;"339030";1021;10000;0;5000;0;0;0;0;0;8775,31;8775,31;8775,31;0;0;15000;NA;2018
"0902";8;243;11;"000";2079;"339030";1064;5000;0;10000;0;0;8001,65;0;0;6204,36;6204,36;6204,36;0;0;6998,35;NA;2018
"0902";8;243;11;"000";2079;"339039";1;5000;0;64763,33;0;0;46200;0;0;23563,33;23363,33;23363,33;0;0;23563,33;NA;2018
"0902";8;243;11;"000";2079;"339039";1021;10000;0;6929,22;0;0;163,33;0;0;14020;14020;14020;0;0;16765,89;NA;2018
"0902";8;243;11;"000";2079;"339039";1064;5000;0;25604,27;0;0;24259,27;0;0;6345;6345;6345;0;0;6345;NA;2018
"0902";8;243;11;"000";2079;"449052";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"0902";8;243;11;"000";2080;"339048";1;3000;0;0;0;0;895;0;0;0;0;0;0;0;2105;NA;2018
"0902";8;244;11;"000";2081;"339032";1;20000;0;9500;0;0;1500;0;0;27706,52;27706,52;27706,52;0;0;28000;NA;2018
"0902";8;244;11;"000";2082;"339036";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"0902";8;244;11;"000";2082;"339039";1;3000;0;0;0;0;0;0;0;0;0;0;0;0;3000;NA;2018
"0902";8;244;11;"000";2083;"339014";1038;1000;0;2000;0;0;0;0;0;1614,48;1614,48;1614,48;0;0;3000;NA;2018
"0902";8;244;11;"000";2083;"339030";1038;5000;0;1500;0;0;0;0;0;5757,88;5757,88;5757,88;0;0;6500;NA;2018
"0902";8;244;11;"000";2083;"339033";1038;1000;0;2000;0;0;0;0;0;1085,95;1085,95;1085,95;0;0;3000;NA;2018
"0902";8;244;11;"000";2083;"339036";1038;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"0902";8;244;11;"000";2083;"339039";1038;9696,01;0;5000;0;0;1500;0;0;4580;4580;4580;0;0;13196,01;NA;2018
"0902";8;244;11;"000";2083;"449052";1;2000;0;0;0;0;0;0;0;0;0;0;0;0;2000;NA;2018
"0902";8;244;11;"000";2083;"449052";1038;0;0;5000;0;0;0;0;0;3979,5;3979,5;3979,5;0;0;5000;NA;2018
"0902";8;244;11;"000";2084;"339030";1;5000;0;970;0;0;0;0;0;209,2;209,2;209,2;0;0;5970;NA;2018
"0902";8;244;11;"000";2084;"339030";1021;6779,58;0;3000;0;0;0;0;0;8033,96;8033,96;8033,96;0;0;9779,58;NA;2018
"0902";8;244;11;"000";2084;"339030";1064;2250;0;15000;0;0;10678,06;0;0;6274,02;6274,02;6274,02;0;0;6571,94;NA;2018
"0902";8;244;11;"000";2084;"339030";1103;7532,3;0;850,1;0;0;7015,1;0;0;1301;1301;1301;0;0;1367,3;NA;2018
"0902";8;244;11;"000";2084;"339036";1;500;0;0;0;0;0;0;0;0;0;0;0;0;500;NA;2018
"0902";8;244;11;"000";2084;"339039";1;5000;0;0;0;0;3000;0;0;1500;1500;1500;0;0;2000;NA;2018
"0902";8;244;11;"000";2084;"339039";1021;7000;0;0;0;0;0;0;0;739;739;739;0;0;7000;NA;2018
"0902";8;244;11;"000";2084;"339039";1064;5000;0;0;0;0;650;0;0;4350;4350;4350;0;0;4350;NA;2018
"0902";8;244;11;"000";2084;"449052";1;1000;0;0;0;0;0;0;0;576;576;576;0;0;1000;NA;2018
"0902";8;244;11;"000";2084;"449052";1103;0;0;7015,1;0;0;590,1;0;0;6425;6425;6425;0;0;6425;NA;2018
"0902";8;244;11;"000";2085;"319004";1064;0;0;8000;0;0;4982,2;0;0;3017,8;3017,8;3017,8;0;0;3017,8;NA;2018
"0902";8;244;11;"000";2085;"319011";1064;0;0;10000;0;0;2889,6;0;0;7110,4;7110,4;7110,4;0;0;7110,4;NA;2018
"0902";8;244;11;"000";2085;"339030";1;20000;0;0;0;0;15397;0;0;3354,14;3354,14;3354,14;0;0;4603;NA;2018
"0902";8;244;11;"000";2085;"339036";1;5000;0;0;0;0;3000;0;0;0;0;0;0;0;2000;NA;2018
"0902";8;244;11;"000";2085;"339039";1;20000;0;0;0;0;10000;0;0;856;856;856;0;0;10000;NA;2018
"0902";8;244;11;"000";2085;"449052";1;10000;0;0;0;0;4000;0;0;1860;1860;1860;0;0;6000;NA;2018
"0902";8;244;11;"000";2086;"339030";1;5000;0;0;0;0;0;0;0;2600;2600;2600;0;0;5000;NA;2018
"0902";8;244;11;"000";2086;"339039";1;5000;0;0;0;0;0;0;0;0;0;0;0;0;5000;NA;2018
"0902";8;244;11;"000";2087;"339030";1;1500;0;0;0;0;0;0;0;0;0;0;0;0;1500;NA;2018
"0902";8;244;11;"000";2087;"339039";1;1500;0;0;0;0;1500;0;0;0;0;0;0;0;0;NA;2018
"0903";16;481;16;"000";2088;"339032";1;10000;0;0;0;0;9439;0;0;0;0;0;0;0;561;NA;2018
"0903";16;481;16;"000";2088;"339048";1;10000;0;0;0;0;10000;0;0;0;0;0;0;0;0;NA;2018
"0903";16;482;16;"000";2089;"339032";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"0903";16;482;16;"000";2089;"339048";1;5000;0;17000;0;0;660;0;0;21333,43;21333,43;21333,43;0;0;21340;NA;2018
"0903";16;482;16;"000";2089;"339048";1065;0;0;11156,15;0;0;0;0;0;11156,15;11156,15;11156,15;0;0;11156,15;NA;2018
"1001";20;122;1;"000";2090;"319004";1;0;0;0;14163,15;0;2600;0;0;11236,7;11236,7;11236,7;0;0;11563,15;NA;2018
"1001";20;122;1;"000";2090;"319011";1;291600;0;37700;0;0;3137,38;0;0;326162,62;326162,62;326162,62;0;0;326162,62;NA;2018
"1001";20;122;1;"000";2090;"319013";1;15300;0;4106,91;0;0;0;0;0;19406,91;19406,91;19406,91;0;0;19406,91;NA;2018
"1001";20;122;1;"000";2090;"319016";1;9000;0;4000;0;0;0;0;0;12837,03;12837,03;12837,03;0;0;13000;NA;2018
"1001";20;122;1;"000";2090;"319094";1;500;0;500;0;0;0;0;0;913,03;913,03;913,03;0;0;1000;NA;2018
"1001";20;122;1;"000";2090;"319113";1;30330;0;3700;0;0;625,47;0;0;33404,53;33404,53;33404,53;0;0;33404,53;NA;2018
"1001";20;122;1;"000";2090;"339014";1;1500;0;1800;0;0;0;0;0;2637,6;2637,6;2637,6;0;0;3300;NA;2018
"1001";20;122;1;"000";2090;"339030";1;5000;0;0;0;0;600;0;0;3408,34;3408,34;3408,34;0;0;4400;NA;2018
"1001";20;122;1;"000";2090;"339033";1;1500;0;0;0;0;0;0;0;1044,4;1044,4;1044,4;0;0;1500;NA;2018
"1001";20;122;1;"000";2090;"339036";1;500;0;0;0;0;500;0;0;0;0;0;0;0;0;NA;2018
"1001";20;122;1;"000";2090;"339039";1;8000;0;1900;0;0;0;0;0;9787,12;9787,12;9787,12;0;0;9900;NA;2018
"1001";20;122;1;"000";2090;"339046";1;25000;0;2171,9;0;0;0;0;0;27171,9;27171,9;27171,9;0;0;27171,9;NA;2018
"1001";20;122;1;"000";2090;"449052";1;2000;0;0;0;0;600;0;0;0;0;0;0;0;1400;NA;2018
"1002";20;606;4;"000";2091;"339014";1;1000;0;0;0;0;0;0;0;538,16;538,16;538,16;0;0;1000;NA;2018
"1002";20;606;4;"000";2091;"339030";1;1000;0;0;0;0;0;0;0;304,14;304,14;304,14;0;0;1000;NA;2018
"1002";20;606;4;"000";2091;"339033";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1002";20;606;4;"000";2091;"339039";1;5000;0;0;0;0;4430;0;0;295;295;295;0;0;570;NA;2018
"1002";20;607;4;"000";2092;"339030";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1002";20;607;4;"000";2092;"339032";1;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;607;4;"000";2092;"339039";1;1500;0;0;0;0;200;0;0;0;0;0;0;0;1300;NA;2018
"1002";20;607;4;"000";2092;"339048";1;10000;0;0;0;0;10000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;607;4;"000";2092;"449052";1;1000;0;0;1000;0;0;0;0;0;0;0;0;0;2000;NA;2018
"1002";20;607;4;"000";2092;"449052";1202;0;0;0;5542,21;0;0;0;0;4000;4000;4000;0;0;5542,21;NA;2018
"1002";20;608;4;"000";4;"333041";1;20000;0;24804;0;0;1739;0;0;43064,64;43064,64;43064,64;0;0;43065;NA;2018
"1002";20;608;4;"000";1053;"449052";1;0;0;0;6500;0;5000;0;0;550;550;550;0;0;1500;NA;2018
"1002";20;608;4;"000";1053;"449052";1204;0;0;0;243750;0;0;0;0;211900;211900;211900;0;0;243750;NA;2018
"1002";20;608;4;"000";1084;"449052";1;0;0;0;5500;0;0;0;0;0;0;0;0;0;5500;NA;2018
"1002";20;608;4;"000";1084;"449052";1206;0;0;0;185225,05;0;0;0;0;0;0;0;0;0;185225,05;NA;2018
"1002";20;608;4;"000";1085;"449052";1;0;0;7270;16883,17;0;7270;0;0;0;0;0;0;0;16883,17;NA;2018
"1002";20;608;4;"000";1085;"449052";1207;0;0;0;117416,83;0;0;0;0;0;0;0;0;0;117416,83;NA;2018
"1002";20;608;4;"000";2093;"339030";1;1000;0;56;0;0;200;0;0;847,32;847,32;847,32;0;0;856;NA;2018
"1002";20;608;4;"000";2093;"339039";1;1000;0;1300;0;0;0;0;0;2300;2300;2300;0;0;2300;NA;2018
"1002";20;608;4;"000";2094;"339030";1;70000;0;27800;0;0;17156;0;0;66899,59;66899,59;66899,59;0;0;80644;NA;2018
"1002";20;608;4;"000";2094;"339039";1;70000;0;1704,66;0;0;0;0;0;68685,84;68685,84;68685,84;0;0;71704,66;NA;2018
"1002";20;608;4;"000";2095;"339030";1;30000;0;0;0;0;30000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2095;"339032";1;210000;0;0;0;0;110520;0;0;99471,18;99471,18;99471,18;0;0;99480;NA;2018
"1002";20;608;4;"000";2095;"339039";1;30000;0;0;0;0;28452;0;0;1548;1548;1548;0;0;1548;NA;2018
"1002";20;608;4;"000";2096;"339030";1;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2096;"339039";1;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2097;"339030";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2097;"339032";1;20000;0;0;0;0;0;0;0;19409;19409;19409;0;0;20000;NA;2018
"1002";20;608;4;"000";2097;"339039";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2097;"339048";1;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2098;"339030";1;15000;0;44020;0;0;1756,39;0;0;56191,15;56191,15;56191,15;0;0;57263,61;NA;2018
"1002";20;608;4;"000";2098;"339039";1;20000;0;20600;0;0;277,27;0;0;30496,73;30496,73;30496,73;0;0;40322,73;NA;2018
"1002";20;608;4;"000";2099;"339030";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2099;"339032";1;30000;0;0;0;0;29771,27;0;0;0;0;0;0;0;228,73;NA;2018
"1002";20;608;4;"000";2099;"339039";1;5000;0;0;0;0;4200;0;0;0;0;0;0;0;800;NA;2018
"1002";20;608;4;"000";2099;"339048";1;10000;0;0;0;0;10000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2100;"339030";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2100;"339032";1;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;NA;2018
"1002";20;608;4;"000";2100;"339039";1;5000;0;0;0;0;2734;0;0;1800;1800;1800;0;0;2266;NA;2018
"1002";20;608;4;"000";2100;"339048";1;10000;0;0;0;0;10000;0;0;0;0;0;0;0;0;NA;2018
"1003";22;661;4;"000";18;"336045";1;0;0;0;10500;0;0;0;0;10500;10500;10500;0;0;10500;NA;2018
"1003";22;661;4;"000";1054;"449030";1;5000;0;0;0;0;500;0;0;0;0;0;0;0;4500;NA;2018
"1003";22;661;4;"000";1054;"449039";1;5000;0;0;0;0;3250;0;0;0;0;0;0;0;1750;NA;2018
"1003";22;661;4;"000";1054;"449051";1;10000;0;0;0;0;9280;0;0;0;0;0;0;0;720;NA;2018
"1003";22;661;4;"000";2101;"339030";1;500;0;0;0;0;0;0;0;250;250;250;0;0;500;NA;2018
"1003";22;661;4;"000";2101;"339039";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1003";23;691;4;"000";2102;"339031";1;3000;0;12200;0;0;0;0;0;15200;14200;10200;0;0;15200;NA;2018
"1003";23;691;4;"000";2102;"339092";1;0;0;0;1100;0;0;0;0;1100;1100;1100;0;0;1100;NA;2018
"1004";17;511;12;"000";1055;"449030";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1004";17;511;12;"000";1055;"449039";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1004";17;511;12;"000";1055;"449051";1;10000;0;0;0;0;10000;0;0;0;0;0;0;0;0;NA;2018
"1004";17;511;12;"000";1056;"449030";1;10000;0;0;0;0;6410;0;0;1792,5;1792,5;1792,5;0;0;3590;NA;2018
"1004";17;511;12;"000";1056;"449039";1;7000;0;0;0;0;0;0;0;1800;1800;1800;0;0;7000;NA;2018
"1004";17;511;12;"000";1056;"449051";1;3000;0;0;0;0;0;0;0;0;0;0;0;0;3000;NA;2018
"1004";17;511;12;"000";2103;"339030";1;10000;0;10720;0;0;0;0;0;20686,13;20686,13;20686,13;0;0;20720;NA;2018
"1004";17;511;12;"000";2103;"339039";1;5000;0;2200;0;0;0;0;0;7060;7060;7060;0;0;7200;NA;2018
"1004";17;511;12;"000";2103;"449052";1;5000;0;0;0;0;1000;0;0;0;0;0;0;0;4000;NA;2018
"1005";6;182;14;"000";15;"335043";1;3000;0;0;0;0;0;0;0;3000;3000;3000;0;0;3000;NA;2018
"1005";6;182;14;"000";2104;"339030";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1005";6;182;14;"000";2104;"339032";1;3000;0;0;0;0;0;0;0;0;0;0;0;0;3000;NA;2018
"1005";6;182;14;"000";2104;"339039";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1006";18;541;13;"000";2105;"339030";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1006";18;541;13;"000";2105;"339030";1005;0;0;1000;0;0;0;0;0;952;952;952;0;0;1000;NA;2018
"1006";18;541;13;"000";2105;"339031";1;2000;0;0;0;0;0;0;0;0;0;0;0;0;2000;NA;2018
"1006";18;541;13;"000";2105;"339031";1005;0;0;1750;0;0;0;0;0;0;0;0;0;0;1750;NA;2018
"1006";18;541;13;"000";2105;"339039";1;5000;0;0;0;0;5000;0;0;0;0;0;0;0;0;NA;2018
"1006";18;541;13;"000";2105;"339039";1005;0;0;14000;0;0;0;0;0;9023;9023;9023;0;0;14000;NA;2018
"1006";18;543;13;"000";2106;"339030";1;2000;0;0;0;0;0;0;0;0;0;0;0;0;2000;NA;2018
"1006";18;543;13;"000";2106;"339039";1;2000;0;0;0;0;0;0;0;600;600;600;0;0;2000;NA;2018
"1101";28;843;0;"000";5;"469171";1;130000;0;0;0;0;0;0;0;129647;129647;129647;0;0;130000;NA;2018
"1101";28;843;0;"000";16;"319113";1;0;0;225;200;0;0;0;0;386,38;386,38;386,38;0;0;425;NA;2018
"1101";28;845;0;"000";2;"317170";1;10000;0;0;0;0;0;0;0;9678,14;9678,14;9678,14;0;0;10000;NA;2018
"1101";28;845;0;"000";2;"337170";1;3000;0;0;0;0;0;0;0;2972,52;2972,52;2972,52;0;0;3000;NA;2018
"1101";28;845;0;"000";2;"447170";1;1000;0;0;0;0;0;0;0;343,18;343,18;343,18;0;0;1000;NA;2018
"1101";28;845;0;"000";2;"467170";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1101";28;845;0;"000";3;"317170";1;15000;0;0;0;0;15000;0;0;0;0;0;0;0;0;NA;2018
"1101";28;845;0;"000";3;"337170";1;3000;0;15080;0;0;0;0;0;18067,2;18067,2;18067,2;0;0;18080;NA;2018
"1101";28;845;0;"000";3;"447170";1;1000;0;0;0;0;80;0;0;0;0;0;0;0;920;NA;2018
"1101";28;845;0;"000";3;"467170";1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1000;NA;2018
"1101";28;846;0;"000";6;"339093";1;1000;0;0;0;0;0;0;0;977,95;977,95;977,95;0;0;1000;NA;2018
"1101";28;846;0;"000";6;"339093";1024;0;0;9726,52;0;0;0;0;0;9726,52;9726,52;9726,52;0;0;9726,52;NA;2018
"1101";28;846;0;"000";6;"339093";1039;0;0;30426,95;0;0;0;0;0;30426,95;30426,95;30426,95;0;0;30426,95;NA;2018
"1101";28;846;0;"000";6;"339093";1103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"1101";28;846;0;"000";6;"339093";1202;0;0;1542,21;0;0;0;0;0;1542,21;1542,21;1542,21;0;0;1542,21;NA;2018
"1101";28;846;0;"000";7;"319092";1;0;0;0;16800;0;0;0;0;10910,42;10910,42;10910,42;0;0;16800;NA;2018
"1101";28;846;0;"000";7;"339047";1;250000;0;70310;0;0;13300;0;0;264392,41;264392,41;245258,03;0;0;307010;NA;2018
"1101";28;846;0;"000";7;"339047";1018;0;0;300;0;0;0;0;0;158,02;158,02;158,02;0;0;300;NA;2018
"1101";28;846;0;"000";8;"339067";1;5000;0;0;0;0;2300;0;0;0;0;0;0;0;2700;NA;2018
"1101";28;846;0;"000";8;"339091";1;15000;0;32363,34;0;0;0;0;0;47363,34;47363,34;47363,34;0;0;47363,34;NA;2018
"1101";28;846;0;"000";9;"319113";1;900601,34;0;295762,97;0;0;0;0;0;1196364,31;1196364,31;1196364,31;0;0;1196364,31;NA;2018
"1101";99;999;0;"000";10;"999999";1;293000;0;0;0;0;275592,96;0;0;0;0;0;0;0;17407,04;NA;2018
"1201";9;122;1;"000";2107;"339014";50;12000;0;0;0;0;0;0;0;2058,68;2058,68;2058,68;0;0;12000;NA;2018
"1201";9;122;1;"000";2107;"339033";50;12000;0;0;0;0;0;0;0;968,8;968,8;968,8;0;0;12000;NA;2018
"1201";9;122;1;"000";2107;"339035";50;6000;0;0;0;0;0;0;0;0;0;0;0;0;6000;NA;2018
"1201";9;122;1;"000";2107;"339036";50;12000;0;0;0;0;0;0;0;8024,4;8024,4;8024,4;0;0;12000;NA;2018
"1201";9;122;1;"000";2107;"339039";50;12000;0;0;0;0;0;0;0;8347,5;8347,5;8347,5;0;0;12000;NA;2018
"1201";9;272;20;"000";11;"319001";50;1130000;0;3e+05;0;0;72300;0;0;1357665,29;1357665,29;1357665,29;0;0;1357700;NA;2018
"1201";9;272;20;"000";12;"319001";50;142000;0;0;0;0;142000;0;0;0;0;0;0;0;0;NA;2018
"1201";9;272;20;"000";12;"319003";50;180000;0;375200;0;0;0;0;0;555120,9;555120,9;555120,9;0;0;555200;NA;2018
"1201";9;272;20;"000";13;"319005";50;5e+05;0;11100;0;0;115000;0;0;394416,16;394416,16;394416,16;0;0;396100;NA;2018
"1201";99;997;0;"000";14;"999999";50;2276970,78;0;0;0;0;357000;0;0;0;0;0;0;0;1919970,78;NA;2018
"0101";1;31;15;"000";2001;"319011";1;455000;0;0;0;0;0;0;0;449748;449748;449748;0;0;455000;NA;2018
"0101";1;31;15;"000";2001;"319013";1;105000;0;0;0;0;2000;0;0;94447,08;94447,08;94447,08;0;0;103000;NA;2018
"0101";1;31;15;"000";2001;"339014";1;90000;0;10600;0;0;0;0;0;90555,78;90555,78;90555,78;0;0;100600;NA;2018
"0101";1;31;15;"000";2001;"339030";1;2400;0;0;0;0;0;0;0;1090,7;1090,7;1090,7;0;0;2400;NA;2018
"0101";1;31;15;"000";2001;"339033";1;5000;0;0;0;0;4000;0;0;0;0;0;0;0;1000;NA;2018
"0101";1;31;15;"000";2001;"339036";1;2400;0;0;0;0;0;0;0;0;0;0;0;0;2400;NA;2018
"0101";1;31;15;"000";2001;"339039";1;36000;0;0;0;0;0;0;0;28470;28470;28470;0;0;36000;NA;2018
"0101";1;31;15;"000";2001;"339093";1;31000;0;4225;0;0;0;0;0;31224,03;31224,03;31224,03;0;0;35225;NA;2018
"0101";1;31;15;"000";2001;"449052";1;24000;0;0;0;0;10725;0;0;7941,2;7941,2;7941,2;0;0;13275;NA;2018
